,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,last_scraped,name,description,neighborhood_overview,picture_url,host_name,host_since,host_about,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,last_review,license,instant_bookable
24662,1.18e+18,1.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,450.0,1.0,365,22,50,354,16.0,16.0,3.0,4.88,5.0,4.88,5.0,5.0,4.94,4.88,1.4,26/09/2024,No.5 Pink Room Reforma /Chapultepec,Enjoy the simplicity of this quiet and central place.,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1184480619452297358/original/974ca290-6225-4577-b859-32c906455715.jpeg,Julio,30/08/2016,SIN INFORMACIO,within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Washer"", ""TV"", ""Wifi"", ""Kitchen""]",SIN INFORMACION,t,26/09/2024,13/09/2024,SIN INFORMACION,t
24699,1.18e+18,1.0,1.0,8.0,8.0,6.0,1.5,1.0,1.4,178.0,1.0,365,30,60,365,9.0,9.0,2.0,4.78,4.89,4.78,4.89,4.89,4.78,4.89,2.87,25/09/2024,Hostal hombres,From this centrally located accommodation the whole group can have easy access to everything.,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1182899413649770845/original/35c5151a-796d-4c93-994a-cbd21266b5fc.jpeg,Zamaira,25/10/2016,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,1.5 shared baths,"[""Shared patio or balcony"", ""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Fire pit"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Blender"", ""Outdoor kitchen with sink"", ""Portable fans"", ""Hangers"", ""Shared backyard"", ""Free parking on premises"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Shower gel"", ""Barbecue utensils"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""Bed linens"", ""Kitchen"", ""Other gas stove"", ""Oven"", ""Outdoor dining area"", ""BBQ grill"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Window guards"", ""Cleaning products"", ""Indoor fireplace"", ""Fire extinguisher"", ""Wine glasses"", ""Trash compactor"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Microwave""]",SIN INFORMACION,t,25/09/2024,03/09/2024,SIN INFORMACION,f
24832,1.19e+18,1.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,320.0,3.0,365,29,59,179,1.0,1.0,0.0,4.8,4.9,5.0,4.9,5.0,5.0,4.8,0.45,25/09/2024,Cuarto compartido,"We are close to shopping centers, hospital area and really everything is walking in a quiet residential area",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1190122828449760323/original/fe00dd65-8484-4932-9ad0-037d08bdc0d9.jpeg,Erneste,28/12/2014,Con un gran amor por mi paÃ­s MEXICO! Apasionado por la cultura francesa! Amante de las experiencias #Viajes,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,1 shared bath,"[""Washer"", ""Wifi"", ""Kitchen"", ""Outdoor dining area"", ""Dedicated workspace""]",SIN INFORMACION,t,25/09/2024,22/07/2024,SIN INFORMACION,f
24837,1.19e+18,1.0,1.0,6.2,7.3,1.0,1.2,1.0,1.0,189.0,1.6,365,25,55,265,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,HabitaciÃ³n compartida para estud,We have shared rooms and many common areas that make the house feel much more comfortable and spacious.,SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1187982054157697838/original/606bd711-6b94-4711-85be-667f517cec7d.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in guesthouse,Shared room,5 shared baths,"[""Washer"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Patio or balcony"", ""Kitchen"", ""Hammock"", ""First aid kit"", ""Long term stays allowed"", ""BBQ grill"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Ping pong table""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
24854,1.19e+18,1.0,1.0,6.2,7.3,1.0,3.5,1.0,1.0,183.0,1.6,365,29,59,269,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Compartida para estudiantes,Enjoy easy access to everything from this perfectly located home near the IPN.,SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1191043903911727066/original/bba47c91-c21a-4606-83db-b774a4f4b4f1.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in guesthouse,Shared room,3.5 shared baths,"[""Washer"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
24855,1.19e+18,1.0,1.0,6.2,7.3,1.0,3.5,1.0,1.0,183.0,1.6,365,25,55,265,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Shared room for students,Enjoy easy access to everything from this perfectly located home near the IPN.,SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1191058877107495232/original/b79e629c-d085-42f0-b643-4957a4b5d314.jpeg,Luis,04/08/2018,"Hello my friends, my house is very big and interesting, I always have guests from different parts of the world and therefore there is a very broad cultural exchange. The location is excellent because the Airport is 15 minutes from here and the downtown too. The Metrobus is around the corner, is very cheap to travel on it.",a few days or more,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in guesthouse,Shared room,3.5 shared baths,"[""Washer"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
24953,1.19e+18,1.0,1.0,10.0,10.0,2.0,1.0,2.0,1.0,403.0,1.0,365,0,8,313,12.0,12.0,3.0,4.92,4.75,4.58,5.0,5.0,5.0,4.92,1.4,25/09/2024,HabitaciÃ³n Klimt en el Sur CDMX,"Your family will be close to everything if you stay in this centrally located accommodation. If you are going to CoyoacÃ¡n, Zona Centro, Ciudad Universitaria, World Trade Center and more. This space is super comfortable, independent entrance where you will have all the necessary amenities for your visit. Behind GalerÃ­as Insurgente, it connects to Metrobus line, Metro Line 12, Trolebus and EcoBici. Avenues such as FÃ©lix Cuevas, RÃ­o Churubusco, Eje 8 e Insurgentes. Historical location and lovely accommodation.",SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3ODM1MzcwNTM0MjExMjc4OQ%3D%3D/original/82fce09e-3875-482e-916b-6af97eb710e4.jpeg,Ricardo,19/04/2022,"Im mexican, love to travel and meet other travelers, im a sociologist and my partner Tania as well, we will love to give the best experience possible to anyone that ones to come to stay with us",within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Iron"", ""TV"", ""Wifi"", ""Crib"", ""Kitchen"", ""Self check-in"", ""Smart lock"", ""Pets allowed"", ""Dedicated workspace"", ""Cooking basics"", ""Smoke alarm"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,09/09/2024,SIN INFORMACION,t
25035,1.2e+18,1.0,0.99,4.0,5.0,4.0,1.0,0.0,1.4,380.0,1.0,365,30,60,269,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Hostal CDMX Roma,"The Roma room, a central room and ideal for your rest.<br />10 minutes from the American Embassy, the Wax Museum, the Angel of Independence, the Chapultepec Castle, Fine Arts and the Glorieta de Insurgentes.<br /><br />Get to know her !",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1197228779811532755/original/9347be67-7b46-485b-948a-d898dcaca0a0.jpeg,Israel,17/12/2018,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in guesthouse,Shared room,1 shared bath,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Paid parking on premises"", ""First aid kit"", ""Self check-in"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Lockbox""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
25098,1.2e+18,1.0,0.99,4.0,5.0,6.0,0.5,0.0,1.4,300.0,1.0,365,30,60,269,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.62,26/09/2024,NÃ¡poles room CDMX,"La Napoli Room, it is a central room and ideal for your rest.<br />10 minutes from the American Embassy, the Wax Museum, the Angel of Independence and the Glorieta de Insurgentes.<br />Get to know her !",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1196508408722050647/original/f096c0f5-2a8e-4db7-b4a9-e5e0c1343072.png,Israel,17/12/2018,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in guesthouse,Shared room,SIN INFORMACION,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Paid parking on premises"", ""First aid kit"", ""Self check-in"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Lockbox""]",SIN INFORMACION,t,26/09/2024,13/09/2024,SIN INFORMACION,t
25106,1.2e+18,1.0,0.99,5.0,6.0,2.0,1.0,1.0,1.0,357.0,2.0,365,0,0,8,4.0,4.0,3.0,4.75,4.9,5.0,5.0,5.0,5.0,4.75,3.08,25/09/2024,CuauhtÃ©moc B,This place has a strategic location - it will be very easy to plan your visit!,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1198841358643405950/original/c3def2a8-b52a-476a-9b9b-0a9074dd54bb.jpeg,Luis Abraham,27/08/2021,"Trato que el huÃ©sped tenga la mejor atenciÃ³n, lo trato con respeto, amabilidad. Mi interÃ©s personal, es que el huÃ©sped disfrute su estancia en la Ciudad de MÃ©xico, como si fuera un local. 

Trato que mi huÃ©sped se sientan en su propio hogar. Mi mi primera y Ãºnica intenciÃ³n, es hacer ameno el viaje de cualquier turista. Se en mi estancia o no se queda en mi estancia.

Me encanta conocer nuevas personas, y trato de ser un caballero.",within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Carbon monoxide alarm"", ""Washer"", ""TV"", ""Wifi"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Pets allowed"", ""Dedicated workspace"", ""Smoke alarm""]",SIN INFORMACION,t,25/09/2024,17/09/2024,SIN INFORMACION,t
25109,1.2e+18,1.0,1.0,4.0,4.0,2.0,1.0,0.0,1.0,1000.0,1.0,365,30,60,365,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,25/09/2024,Muy cerca de reforma la diana,ðExcellent location <br />Mississippi quasi Reforma River <br />Col. CuauhtÃ©moc <br />Between Panuco and Lerma <br /><br />2 blocks from Diana<br />2 Blocks of Indoor Circuit<br />2 Blocks of Torre Mayor <br /><br />Full bed ð<br />Closetðð§¥ð<br />Desk ð¨âð»âï¸<br />Good lighting. âï¸<br />Great ventilation ðª<br /><br />ð Shared <br />Bathroom ð½ ð <br />Kitchen ð³ð¥<br />Terrace ðª´ðð¹ð<br />Elevator ð <br />Laundry facilities very close ð«§<br />(There is no washing machine available)<br /><br />Parking space ð,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1199289850611446177/original/b58c214f-8b99-4ec8-ae39-abd759b77708.jpeg,Raul,03/10/2023,Primero lo q deja y luego lo q aprendejaaaaa,within an hour,f,['phone'],t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Free parking on premises"", ""TV"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Dedicated workspace"", ""Smoke alarm""]",SIN INFORMACION,t,25/09/2024,SIN INFORMACION,SIN INFORMACION,f
25153,1.2e+18,1.0,0.99,2.0,3.0,2.0,1.0,1.0,1.0,400.0,1.0,365,22,48,253,9.0,9.0,2.0,4.44,4.56,4.8,4.78,5.0,4.89,4.44,1.4,25/09/2024,CÃ³modo lugar cerca de conciertos,"Enjoy the simplicity of this quiet and central, safe and very good vibes accommodation,  15 minutes by car from the airport, 10 minutes walk to the Autodromo to siblings Rodriguez and State GNP safe, 8 minutes walking to the Palacio de los Deportes and 5 minutes walking to the Velodromo.",SIN INFORMACION,https://a0.muscache.com/pictures/74655fdb-d44a-4130-a280-c49e27e6f3ab.jpg,Iliana,07/11/2018,Hilvanando instantes para confeccionar la vida.,within an hour,t,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Iron"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Host greets you"", ""Refrigerator"", ""Mosquito net"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Body soap"", ""Carbon monoxide alarm"", ""Backyard"", ""Sound system"", ""First aid kit"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Books and reading material"", ""Drying rack for clothing"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Window guards"", ""Clothing storage"", ""Free street parking"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer""]",SIN INFORMACION,t,25/09/2024,09/09/2024,SIN INFORMACION,t
25243,1.2e+18,1.0,0.95,19.0,20.0,3.0,3.0,0.0,1.0,149.0,1.0,365,30,60,270,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Habitacion Compartida Condesa,"Enjoy easy access to popular shops and restaurants from this lovely place to stay.<br /><br />Room Shared type hostel in the heart of the Countess<br /><br />Each room has 2 triple bunk beds, the cost is per bed, you must select the number of people to choose the beds<br /><br />Equipped kitchen<br /><br />3 shared bathrooms<br /><br />2 Terrace<br /><br />wifi<br /><br />hot water",SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1202204836699975664/original/dd63b86f-a694-4a5e-839b-2fbbd17c2fcf.jpeg,Soledad,31/12/2021,SIN INFORMACIO,within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in bed and breakfast,Shared room,3 shared baths,"[""Dedicated workspace"", ""Wifi"", ""Kitchen""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,t
25406,1.21e+18,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,375.0,1.0,30,26,55,174,12.0,12.0,0.9,5.0,4.92,4.5,5.0,4.92,5.0,4.92,1.4,26/09/2024,Aesthetic Space en Reforma y Barato,"Welcome to my cozy LGBTIQAP + friendliness space in the heart of Mexico City! This apartment offers a unique and central experience, just two blocks from the iconic Angel of Independence and a few blocks from the US Embassy.",SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIxMjM2MjIwNTA5NDQzNTYxOA%3D%3D/original/652b15ae-2b27-41e6-ac3c-78b70852f07a.jpeg,Javier,28/10/2020,"Gracias a mi enfoque disciplinado, profesionalismo y dedicaciÃ³n.

Soy un trabajador confiable y persistente, comprometido con proporcionar un servicio de calidad.

Mi naturaleza ambiciosa me impulsa a alcanzar altos estÃ¡ndares, y mi capacidad para la organizaciÃ³n y la eficiencia me destaca en roles que requieren atenciÃ³n al detalle.",within an hour,t,"['email', 'phone', 'work_email']",t,t,SIN INFORMACION,Shared room in loft,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Wifi"", ""Dishes and silverware"", ""Self check-in"", ""Blender"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Keypad"", ""First aid kit"", ""Coffee"", ""Kitchen"", ""Outdoor dining area"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer""]",SIN INFORMACION,t,26/09/2024,16/09/2024,SIN INFORMACION,t
25550,1.22e+18,1.0,0.99,10.0,12.0,1.0,2.0,1.0,1.0,200.0,1.0,365,1,1,1,3.0,3.0,3.0,4.8,4.9,4.8,4.67,4.9,4.67,4.8,3.0,26/09/2024,"Cama ""Diego Rivera""  en La casa del Viajero",Enjoy the simplicity of this quiet and central accommodation.,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1215433636756081077/original/c80f7c18-1253-4c02-a0fd-88c66ba1f9af.jpeg,Daniel,24/07/2016,"I'm Daniel, a person who enjoys other people company and explore new cultures,  I'll be happy to host you",within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,2 shared baths,"[""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Washer"", ""Wifi"", ""Clothing storage"", ""Host greets you"", ""Room-darkening shades"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Free street parking"", ""Hot water"", ""Drying rack for clothing"", ""Cooking basics"", ""Hangers""]",SIN INFORMACION,t,26/09/2024,22/09/2024,SIN INFORMACION,f
25551,1.22e+18,1.0,0.99,10.0,12.0,1.0,2.0,1.0,1.0,200.0,1.0,365,30,60,365,1.0,1.0,1.0,4.8,4.9,4.8,4.9,4.9,4.9,4.8,1.0,25/09/2024,"Cama ""Leonora Carrington""  en La casa del Viajero",Enjoy the simplicity of this quiet and central accommodation.,SIN INFORMACION,https://a0.muscache.com/pictures/miso/Hosting-1099612586123301156/original/eba87552-f32e-441c-8009-7de90cff86e3.jpeg,Daniel,24/07/2016,"I'm Daniel, a person who enjoys other people company and explore new cultures,  I'll be happy to host you",within an hour,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in home,Shared room,2 shared baths,"[""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Washer"", ""Wifi"", ""Clothing storage"", ""Host greets you"", ""Room-darkening shades"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Free street parking"", ""Hot water"", ""Drying rack for clothing"", ""Cooking basics"", ""Hangers""]",SIN INFORMACION,t,25/09/2024,30/08/2024,SIN INFORMACION,f
25578,1.22e+18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,416.0,1.0,365,29,59,363,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.7,1.7,26/09/2024,Espacio de estudio (no vivienda),We offer a fully equipped professional studio for tattoo artists who are looking for a comfortable and functional place to work. Our space is specifically designed for tattoo artists who need a safe and clean environment to perform their art without worrying about logistical details.<br />This space is exclusively for professional use. It's not a place to stay. Ideal for tattoos who visit the CDMX and need a temporary place to serve their customers.,SIN INFORMACION,https://a0.muscache.com/pictures/hosting/Hosting-1216241798362532741/original/e0b8aa1e-2f53-4620-b2f5-737a3ab4fcdb.jpeg,SofÃ­a NoemÃ­,13/11/2016,"Mujer joven 30 aÃ±os casada, profesionista y empresaria, no me gustan las fiestas y amo los animales ",SIN INFORMACION,f,"['email', 'phone']",t,t,SIN INFORMACION,Shared room in rental unit,Shared room,1 shared bath,"[""Fire extinguisher"", ""Dedicated workspace"", ""Wifi"", ""Exterior security cameras on property""]",SIN INFORMACION,t,26/09/2024,SIN INFORMACION,SIN INFORMACION,f
